"","X..name","planet_status","orbital_period","orbital_period_error_min","orbital_period_error_max","discovered","updated","publication_status","detection_type","mass_detection_type","radius_detection_type","alternate_names","molecules","star_name","ra","dec","star_sp_type","star_teff","star_detected_disc","star_magnetic_field","star_alternate_names"
"1876","Kepler-1614 b","Confirmed",3.9466141,3.022e-05,3.022e-05,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1614",284.871334,49.775913,"",5121,"","",""
"1877","Kepler-1615 b","Confirmed",47.3126192,0.0008593,0.0008593,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1615",286.359226,42.227478,"",5865,"","",""
"1878","Kepler-1616 b","Confirmed",6.76284377,6.948e-05,6.948e-05,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1616",286.543637,45.304874,"",6266,"","",""
"1879","Kepler-1617 b","Confirmed",27.4785572,0.0005078,0.0005078,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1617",287.937219,46.418491,"",6167,"","",""
"1880","Kepler-1618 b","Confirmed",6.10826019,8.991e-05,8.991e-05,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1618",295.175391,45.930908,"",6620,"","",""
"1881","Kepler-1619 b","Confirmed",23.6225913,0.000542,0.000542,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1619",285.703472,44.422001,"",5852,"","",""
"1882","Kepler-162 b","Confirmed",6.919798,5.2e-05,5.2e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-162",297.2789001,43.724018,"",5816,"","",""
"1883","Kepler-162 c","Confirmed",19.446355,4.5e-05,4.5e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-162",297.2789001,43.724018,"",5816,"","",""
"1884","Kepler-1620 b","Confirmed",101.951829,0.001572,0.001572,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1620",297.270876,46.928417,"",6157,"","",""
"1885","Kepler-1621 b","Confirmed",92.263714,0.002385,0.002385,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1621",297.588518,43.841221,"",6158,"","",""
"1886","Kepler-1622 b","Confirmed",10.8118737,0.0001009,0.0001009,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1622",297.32891,47.815472,"",6436,"","",""
"1887","Kepler-1623 b","Confirmed",4.36128348,2.698e-05,2.698e-05,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1623",294.082695,39.556103,"",5772,"","",""
"1888","Kepler-1624 b","Confirmed",3.29030452,4.56e-06,4.56e-06,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1624",292.57986,37.376411,"",3636,"","",""
"1889","Kepler-1625 b","Confirmed",287.378949,0.002983,0.002983,2016,"2017-08-09","Announced on a website","Primary Transit","Theoretical","Primary Transit","","","Kepler-1625",295.429347,39.886547,"",5677,"","",""
"1890","Kepler-1626 b","Confirmed",4.13962966,2.851e-05,2.851e-05,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1626",296.500445,40.72123,"",6826,"","",""
"1891","Kepler-1627 b","Confirmed",7.20283653,8.773e-05,8.773e-05,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1627",284.056684,41.576733,"",5445,"","",""
"1892","Kepler-1628 b","Confirmed",76.378033,0.001833,0.001833,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1628",281.6337,43.411579,"",3724,"","",""
"1893","Kepler-1629 b","Confirmed",3.87595807,2.379e-05,2.379e-05,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1629",280.206621,43.774297,"",5776,"","",""
"1894","Kepler-163 b","Confirmed",7.810937,0.000107,0.000107,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-163",295.0028076,46.987328,"",5776,"","",""
"1895","Kepler-163 c","Confirmed",21.347262,8.1e-05,8.1e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-163",295.0028076,46.987328,"",5776,"","",""
"1896","Kepler-1630 b","Confirmed",509.997402,0.003256,0.003256,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1630",297.508294,43.710953,"",4736,"","",""
"1897","Kepler-1631 b","Confirmed",4.09513932,3.048e-05,3.048e-05,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1631",294.63257,43.807671,"",5679,"","",""
"1898","Kepler-1632 b","Confirmed",448.303558,0.004164,0.004164,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1632",294.494859,43.91362,"",6137,"","",""
"1899","Kepler-1633 b","Confirmed",186.404271,0.005886,0.005886,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1633",288.515202,44.923225,"",6256,"","",""
"1900","Kepler-1634 b","Confirmed",374.876239,0.007107,0.007107,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1634",294.043409,45.139786,"",5474,"","",""
"1901","Kepler-1635 b","Confirmed",469.63111,0.01246,0.01246,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1635",285.348993,45.556183,"",5347,"","",""
"1902","Kepler-1636 b","Confirmed",425.47785,0.01122,0.01122,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1636",294.057625,46.441031,"",5797,"","",""
"1903","Kepler-1637 b","Confirmed",6.10960324,6.485e-05,6.485e-05,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1637",282.236848,48.154297,"",5789,"","",""
"1904","Kepler-1638 b","Confirmed",259.33683,0.01303,0.01303,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1638",295.482407,48.524445,"",5710,"","",""
"1905","Kepler-1639 b","Confirmed",9.878482,0.002171,0.002171,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1639",283.068632,48.802086,"",6150,"","",""
"1906","Kepler-164 b","Confirmed",5.03503,2.7e-05,2.7e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-164",287.7808227,47.629913,"",5888,"","",""
"1907","Kepler-164 c","Confirmed",10.945723,2.9e-05,2.9e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-164",287.7808227,47.629913,"",5888,"","",""
"1908","Kepler-164 d","Confirmed",28.986769,0.000162,0.000162,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-164",287.7808227,47.629913,"",5888,"","",""
"1909","Kepler-1640 b","Confirmed",7.5844126,0.0003866,0.0003866,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1640",294.55789,40.850498,"",6324,"","",""
"1910","Kepler-1641 b","Confirmed",19.672266,0.00111,0.00111,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1641",296.35944,41.574532,"",6152,"","",""
"1911","Kepler-1641 c","Confirmed",32.657212,0.003099,0.003099,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1641",296.35944,41.574532,"",6152,"","",""
"1912","Kepler-1642 b","Confirmed",12.2057513,0.0005101,0.0005101,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1642",297.21216,43.643719,"",5355,"","",""
"1913","Kepler-1642 c","Confirmed",6.6513802,0.0003227,0.0003227,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1642",297.21216,43.643719,"",5355,"","",""
"1914","Kepler-1643 b","Confirmed",5.34264507,2.177e-05,2.177e-05,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1643",300.431,44.751011,"",5508,"","",""
"1915","Kepler-1644 b","Confirmed",21.0907758,0.0001114,0.0001114,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1644",285.475055,48.034935,"",5499,"","",""
"1916","Kepler-1645 b","Confirmed",16.1779561,0.0001069,0.0001069,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1645",297.479473,48.418571,"",5812,"","",""
"1917","Kepler-1646 b","Confirmed",4.48558383,1.05e-05,1.05e-05,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-1646",287.526422,42.912908,"",3299,"","",""
"1918","Kepler-1647 (AB) b","Confirmed",1107.5923,0.0227,0.0227,2015,"2016-10-14","Published in a refereed paper","Primary Transit","","Primary Transit","","","Kepler-1647 (AB)",298.150000012,40.656111129,"",6210,"","",""
"1919","Kepler-1649 b","Confirmed",8.68909,2.4e-05,2.4e-05,2017,"2017-08-14","Published in a refereed paper","Primary Transit","","Primary Transit","KOI-3138, KIC 6444896","","Kepler-1649",292.50378,41.830421,"M5V",3240,"","","KOI-3138, 2MASS J19300092+4149496, KIC 6444896"
"1920","Kepler-165 b","Confirmed",8.180848,2.6e-05,2.6e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-165",280.69100955,47.809734,"",5211,"","",""
"1921","Kepler-165 c","Confirmed",15.31299,5.7e-05,5.7e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-165",280.69100955,47.809734,"",5211,"","",""
"1922","Kepler-1650 b","Confirmed",1.538181528,1.531e-06,1.531e-06,2017,"2017-08-16","Announced on a website","Primary Transit","","","KOI-1702 b, KIC 730444 b, K01702.01","","Kepler-1650",297.72925,42.86692,"",3410,"","","KOI 1702, 2MASS J19505502+4252009, KIC 7304449"
"1923","Kepler-166 b","Confirmed",7.650254,1.2e-05,1.2e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-166",293.1601563,48.881191,"",5413,"","",""
"1924","Kepler-166 c","Confirmed",34.260281,0.000124,0.000124,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-166",293.1601563,48.881191,"",5413,"","",""
"1925","Kepler-166 d","Confirmed",1.55400393,1.44e-06,1.44e-06,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-166",293.1601563,48.881191,"",5413,"","",""
"1926","Kepler-167 b","Confirmed",4.393147,1e-05,1e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-167",292.65844725,38.345413,"",4796,"","",""
"1927","Kepler-167 c","Confirmed",7.406097,2.6e-05,2.6e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-167",292.65844725,38.345413,"",4796,"","",""
"1928","Kepler-167 d","Confirmed",21.803855,0.000119,7.8e-05,2016,"2016-03-02","Published in a refereed paper","Primary Transit","Theoretical","Primary Transit","","","Kepler-167",292.65844725,38.345413,"",4796,"","",""
"1929","Kepler-167 e","Confirmed",1071.23228,0.00056,0.00056,2016,"2016-03-02","Published in a refereed paper","Primary Transit","Theoretical","Primary Transit","","","Kepler-167",292.65844725,38.345413,"",4796,"","",""
"1930","Kepler-168 b","Confirmed",4.425391,3.3e-05,3.3e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-168",294.71017455,39.825104,"",6282,"","",""
"1931","Kepler-168 c","Confirmed",13.193242,4.9e-05,4.9e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-168",294.71017455,39.825104,"",6282,"","",""
"1932","Kepler-169 b","Confirmed",3.250619,1.3e-05,1.3e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-169",285.99987795,40.919331,"",4997,"","",""
"1933","Kepler-169 c","Confirmed",6.195469,2.9e-05,2.9e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-169",285.99987795,40.919331,"",4997,"","",""
"1934","Kepler-169 d","Confirmed",8.348125,4.1e-05,4.1e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-169",285.99987795,40.919331,"",4997,"","",""
"1935","Kepler-169 e","Confirmed",13.767102,3.4e-05,3.4e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-169",285.99987795,40.919331,"",4997,"","",""
"1936","Kepler-169 f","Confirmed",87.090195,0.000406,0.000406,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-169",285.99987795,40.919331,"",4997,"","",""
"1937","Kepler-17 b","Confirmed",1.4857108,2e-07,2e-07,2011,"2013-10-19","Published in a refereed paper","Primary Transit","","","","","Kepler-17",298.3958333,47.815,"G2V",5781,"","",""
"1938","Kepler-170 b","Confirmed",7.930592,1.4e-05,1.4e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-170",284.52117915,41.629604,"",5679,"","",""
"1939","Kepler-170 c","Confirmed",16.665863,5.3e-05,5.3e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-170",284.52117915,41.629604,"",5679,"","",""
"1940","Kepler-171 b","Confirmed",4.166972,7e-06,7e-06,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-171",296.77191165,41.755539,"",5642,"","",""
"1941","Kepler-171 c","Confirmed",11.463462,2.6e-05,2.6e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-171",296.77191165,41.755539,"",5642,"","",""
"1942","Kepler-171 d","Confirmed",39.595519,0.000699,0.000699,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-171",296.77191165,41.755539,"",5642,"","",""
"1943","Kepler-172 b","Confirmed",2.940309,7e-06,7e-06,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-172",283.36840815,41.821857,"",5526,"","",""
"1944","Kepler-172 c","Confirmed",6.388996,2e-05,2e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-172",283.36840815,41.821857,"",5526,"","",""
"1945","Kepler-172 d","Confirmed",14.627119,0.000105,0.000105,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-172",283.36840815,41.821857,"",5526,"","",""
"1946","Kepler-172 e","Confirmed",35.118736,0.000253,0.000253,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-172",283.36840815,41.821857,"",5526,"","",""
"1947","Kepler-173 b","Confirmed",4.263742,2.1e-05,2.1e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-173",294.646698,41.884106,"",6031,"","",""
"1948","Kepler-173 c","Confirmed",8.005777,1.5e-05,1.5e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-173",294.646698,41.884106,"",6031,"","",""
"1949","Kepler-174 b","Confirmed",13.98179,2.4e-05,2.4e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-174",287.43920895,43.832092,"",4880,"","",""
"1950","Kepler-174 c","Confirmed",44.000529,0.000265,0.000265,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-174",287.43920895,43.832092,"",4880,"","",""
"1951","Kepler-174 d","Confirmed",247.35373,0.002001,0.002001,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-174",287.43920895,43.832092,"",4880,"","",""
"1952","Kepler-175 b","Confirmed",11.903515,4.6e-05,4.6e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-175",289.55328375,43.876183,"",6064,"","",""
"1953","Kepler-175 c","Confirmed",34.035257,0.000279,0.000279,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-175",289.55328375,43.876183,"",6064,"","",""
"1954","Kepler-176 b","Confirmed",5.433074,2.4e-05,2.4e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-176",294.66796875,43.85326,"",5232,"","",""
"1955","Kepler-176 c","Confirmed",12.759712,3.3e-05,3.3e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-176",294.66796875,43.85326,"",5232,"","",""
"1956","Kepler-176 d","Confirmed",25.751974,0.000115,0.000115,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-176",294.66796875,43.85326,"",5232,"","",""
"1957","Kepler-176 e","Confirmed",51.16579,0.0006432,0.0006432,2016,"2016-05-12","Announced on a website","Primary Transit","","","","","Kepler-176",294.66796875,43.85326,"",5232,"","",""
"1960","Kepler-178 b","Confirmed",9.576694,2.1e-05,2.1e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-178",287.10107415,46.896477,"",5676,"","",""
"1961","Kepler-178 c","Confirmed",20.552802,6.6e-05,6.6e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-178",287.10107415,46.896477,"",5676,"","",""
"1962","Kepler-178 d","Confirmed",96.678988,0.000702,0.000702,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-178",287.10107415,46.896477,"",5676,"","",""
"1963","Kepler-179 b","Confirmed",2.735926,8e-06,8e-06,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-179",298.6637268,47.762043,"",5302,"","",""
"1964","Kepler-179 c","Confirmed",6.40013,1.7e-05,1.7e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-179",298.6637268,47.762043,"",5302,"","",""
"1965","Kepler-18 b","Confirmed",3.504725,2.8e-05,2.8e-05,2011,"2013-11-05","Published in a refereed paper","Primary Transit","","","","","Kepler-18",298.0791667,44.7463889,"",5383,"","",""
"1966","Kepler-18 c","Confirmed",7.64159,3e-05,3e-05,2011,"2013-11-05","Published in a refereed paper","Primary Transit","","","","","Kepler-18",298.0791667,44.7463889,"",5383,"","",""
"1967","Kepler-18 d","Confirmed",14.85888,4e-05,4e-05,2011,"2013-11-05","Published in a refereed paper","Primary Transit","","","","","Kepler-18",298.0791667,44.7463889,"",5383,"","",""
"1968","Kepler-180 b","Confirmed",13.817124,0.000155,0.000155,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-180",295.57135005,49.774586,"",5731,"","",""
"1969","Kepler-180 c","Confirmed",41.885775,0.000228,0.000228,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-180",295.57135005,49.774586,"",5731,"","",""
"1970","Kepler-181 b","Confirmed",3.137873,1.3e-05,1.3e-05,2014,"2014-03-06","Announced on a website","Primary Transit","","","","","Kepler-181",296.15139765,50.095806,"",5333,"","",""
